cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,class
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,edible
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,cinnamon,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,edible
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
bell,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,edible
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,edible
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
